src,dst,proto,len
192.168.1.19,142.251.223.1,17,77
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,73
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,80
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,75
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,73
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,398
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,73
142.251.223.1,192.168.1.19,17,899
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1149
142.251.223.1,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,69
192.168.1.19,142.251.223.1,17,73
192.168.1.19,142.250.66.3,17,76
142.250.66.3,192.168.1.19,17,738
192.168.1.19,142.250.66.3,17,810
192.168.1.19,8.8.8.8,17,91
192.168.1.19,142.250.66.3,17,1100
142.250.66.3,192.168.1.19,17,68
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.251.223.1,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1196
192.168.1.19,142.250.66.3,17,78
8.8.8.8,192.168.1.19,17,347
192.168.1.19,142.250.66.3,17,1188
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,78
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1066
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,74
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,997
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,997
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1003
142.250.66.3,192.168.1.19,17,1285
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,79
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,194
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
192.168.1.19,142.250.66.3,17,75
142.250.66.3,192.168.1.19,17,1292
142.251.223.1,192.168.1.19,17,346
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,499
192.168.1.19,142.250.66.3,17,76
192.168.1.19,142.250.66.3,17,1206
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1292
142.250.66.3,192.168.1.19,17,1276
192.168.1.19,142.250.66.3,17,79
192.168.1.19,142.250.66.3,17,1217
192.168.1.19,142.250.193.164,17,71
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,397
192.168.1.19,142.250.66.3,17,79
192.168.1.19,142.250.66.3,17,1233
192.168.1.19,142.250.66.3,17,1244
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,1027
192.168.1.19,142.250.66.3,17,79
192.168.1.19,142.250.66.3,17,1250
142.250.66.3,192.168.1.19,17,1179
192.168.1.19,142.250.66.3,17,79
142.250.193.164,192.168.1.19,17,66
192.168.1.19,8.8.8.8,17,80
142.250.66.3,192.168.1.19,17,71
142.250.66.3,192.168.1.19,17,827
192.168.1.19,142.250.66.3,17,79
142.250.66.3,192.168.1.19,17,738
142.250.66.3,192.168.1.19,17,68
142.250.66.3,192.168.1.19,17,68
8.8.8.8,192.168.1.19,17,124
192.168.1.19,142.251.43.78,6,66
142.251.43.78,192.168.1.19,6,66
192.168.1.19,142.251.43.78,6,54
192.168.1.19,142.251.43.78,6,1466
192.168.1.19,142.251.43.78,6,372
142.251.43.78,192.168.1.19,6,60
142.251.43.78,192.168.1.19,6,66
142.251.43.78,192.168.1.19,6,181
142.251.43.78,192.168.1.19,6,60
192.168.1.19,142.251.43.78,6,54
142.251.43.78,192.168.1.19,6,1466
142.251.43.78,192.168.1.19,6,1466
192.168.1.19,142.251.43.78,6,54
142.251.43.78,192.168.1.19,6,1466
142.251.43.78,192.168.1.19,6,1199
192.168.1.19,142.251.43.78,6,54
192.168.1.19,142.251.43.78,6,84
192.168.1.19,142.251.43.78,6,54
142.251.223.1,192.168.1.19,17,346
142.251.43.78,192.168.1.19,6,60
142.251.43.78,192.168.1.19,6,60
192.168.1.19,142.251.43.78,6,54
142.251.43.78,192.168.1.19,6,60
192.168.1.19,142.250.193.164,17,71
192.168.1.19,142.250.193.164,17,71
192.168.1.19,142.250.193.164,17,71
142.250.193.164,192.168.1.19,17,65
142.250.193.164,192.168.1.19,17,66
192.168.1.19,142.250.193.164,17,71
192.168.1.19,8.8.8.8,17,75
142.250.193.164,192.168.1.19,17,66
192.168.1.19,142.250.66.3,17,1271
142.250.66.3,192.168.1.19,17,1288
142.250.66.3,192.168.1.19,17,719
192.168.1.19,142.250.66.3,17,79
142.250.66.3,192.168.1.19,17,738
142.250.66.3,192.168.1.19,17,68
8.8.8.8,192.168.1.19,17,91
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,142.250.193.164,17,1217
172.217.24.206,192.168.1.19,17,958
142.250.193.164,192.168.1.19,17,1288
142.250.193.164,192.168.1.19,17,774
192.168.1.19,142.250.193.164,17,77
172.217.24.206,192.168.1.19,17,82
172.217.24.206,192.168.1.19,17,958
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,958
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
192.168.1.19,172.217.24.206,17,1292
142.250.193.164,192.168.1.19,17,66
142.251.223.1,192.168.1.19,17,346
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
192.168.1.19,172.217.24.206,17,81
172.217.24.206,192.168.1.19,17,656
192.168.1.19,172.217.24.206,17,205
192.168.1.19,172.217.24.206,17,1288
192.168.1.19,172.217.24.206,17,520
192.168.1.19,172.217.24.206,17,653
172.217.24.206,192.168.1.19,17,673
172.217.24.206,192.168.1.19,17,163
192.168.1.19,172.217.24.206,17,73
172.217.24.206,192.168.1.19,17,69
172.217.24.206,192.168.1.19,17,69
192.168.1.19,172.217.24.206,17,73
172.217.24.206,192.168.1.19,17,958
172.217.24.206,192.168.1.19,17,404
172.217.24.206,192.168.1.19,17,221
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,213
172.217.24.206,192.168.1.19,17,308
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,65
172.217.24.206,192.168.1.19,17,958
172.217.24.206,192.168.1.19,17,958
142.250.66.3,192.168.1.19,17,738
142.251.223.1,192.168.1.19,17,346
172.217.24.206,192.168.1.19,17,958
142.250.66.3,192.168.1.19,17,738
172.217.24.206,192.168.1.19,17,958
192.168.1.20,255.255.255.255,17,177
192.168.1.20,192.168.1.255,17,177
142.251.223.1,192.168.1.19,17,346
172.217.24.206,192.168.1.19,17,958
192.168.1.19,4.153.129.168,6,756
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,328
142.250.66.3,192.168.1.19,17,738
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,358
192.168.1.19,4.153.129.168,6,54
142.250.66.3,192.168.1.19,17,267
192.168.1.9,224.0.0.251,17,82
142.250.66.3,192.168.1.19,17,267
142.251.223.1,192.168.1.19,17,346
172.217.24.206,192.168.1.19,17,958
142.250.66.3,192.168.1.19,17,738
142.251.223.1,192.168.1.19,17,346
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,82
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
192.168.1.19,142.250.193.164,17,71
192.168.1.19,172.217.24.206,17,81
172.217.24.206,192.168.1.19,17,655
192.168.1.19,172.217.24.206,17,207
192.168.1.19,172.217.24.206,17,1288
192.168.1.19,172.217.24.206,17,87
172.217.24.206,192.168.1.19,17,673
172.217.24.206,192.168.1.19,17,163
192.168.1.19,172.217.24.206,17,73
172.217.24.206,192.168.1.19,17,69
172.217.24.206,192.168.1.19,17,957
142.250.193.164,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,66
192.168.1.19,172.217.24.206,17,73
172.217.24.206,192.168.1.19,17,747
172.217.24.206,192.168.1.19,17,112
192.168.1.19,172.217.24.206,17,77
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,124
192.168.1.19,172.217.24.206,17,437
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,82
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,1292
192.168.1.19,172.217.24.206,17,1292
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,1292
172.217.24.206,192.168.1.19,17,333
172.217.24.206,192.168.1.19,17,672
192.168.1.19,172.217.24.206,17,120
192.168.1.19,172.217.24.206,17,73
172.217.24.206,192.168.1.19,17,163
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,116
172.217.24.206,192.168.1.19,17,69
192.168.1.19,172.217.24.206,17,429
172.217.24.206,192.168.1.19,17,73
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,323
172.217.24.206,192.168.1.19,17,63
192.168.1.19,172.217.24.206,17,77
192.168.1.19,172.217.24.206,17,574
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,70
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,64
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,242
192.168.1.19,172.217.24.206,17,79
172.217.24.206,192.168.1.19,17,237
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,957
172.217.24.206,192.168.1.19,17,958
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,1083
172.217.24.206,192.168.1.19,17,70
192.168.1.9,224.0.0.251,17,387
192.168.1.9,224.0.0.251,17,86
192.168.1.19,172.217.24.206,17,74
172.217.24.206,192.168.1.19,17,64
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,242
192.168.1.19,172.217.24.206,17,79
172.217.24.206,192.168.1.19,17,269
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,66
192.168.1.9,224.0.0.251,17,86
172.217.24.206,192.168.1.19,17,957
192.168.1.9,224.0.0.251,17,86
192.168.1.9,224.0.0.251,17,451
192.168.1.9,224.0.0.251,17,394
172.217.24.206,192.168.1.19,17,957
192.168.1.19,172.217.24.206,17,828
192.168.1.19,142.250.193.164,17,71
172.217.24.206,192.168.1.19,17,70
142.250.193.164,192.168.1.19,17,66
172.217.24.206,192.168.1.19,17,64
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,242
192.168.1.19,172.217.24.206,17,79
172.217.24.206,192.168.1.19,17,319
192.168.1.19,172.217.24.206,17,75
172.217.24.206,192.168.1.19,17,66
142.250.66.3,192.168.1.19,17,738
172.217.24.206,192.168.1.19,17,957
192.168.1.20,224.0.0.251,17,321
192.168.1.20,224.0.0.251,17,86
192.168.1.19,140.82.114.26,6,55
172.217.24.206,192.168.1.19,17,957
192.168.1.20,224.0.0.251,17,86
192.168.1.20,224.0.0.251,17,86
140.82.114.26,192.168.1.19,6,66
192.168.1.19,8.8.8.8,17,71
8.8.8.8,192.168.1.19,17,87
192.168.1.20,224.0.0.251,17,385
192.168.1.20,224.0.0.251,17,328
192.168.1.19,8.8.8.8,17,80
192.168.1.19,8.8.8.8,17,76
192.168.1.19,4.153.129.168,6,776
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,594
142.251.223.1,192.168.1.19,17,346
192.168.1.19,142.250.193.164,17,71
8.8.8.8,192.168.1.19,17,96
192.168.1.19,4.2.2.2,17,76
142.250.193.164,192.168.1.19,17,67
8.8.8.8,192.168.1.19,17,92
192.168.1.19,142.251.222.163,17,1292
192.168.1.19,142.251.222.163,17,1292
142.251.222.163,192.168.1.19,17,743
142.251.222.163,192.168.1.19,17,82
4.2.2.2,192.168.1.19,17,92
142.251.222.163,192.168.1.19,17,743
192.168.1.19,142.251.222.163,17,1292
142.251.222.163,192.168.1.19,17,743
142.251.222.163,192.168.1.19,17,1292
142.251.222.163,192.168.1.19,17,1292
142.251.222.163,192.168.1.19,17,1292
192.168.1.19,142.251.222.163,17,1292
142.251.222.163,192.168.1.19,17,1292
142.251.222.163,192.168.1.19,17,1223
192.168.1.19,142.251.222.163,17,82
192.168.1.19,142.251.222.163,17,205
192.168.1.19,142.251.222.163,17,841
142.251.222.163,192.168.1.19,17,1047
142.251.222.163,192.168.1.19,17,163
142.251.222.163,192.168.1.19,17,69
192.168.1.19,142.251.222.163,17,74
142.251.222.163,192.168.1.19,17,743
192.168.1.19,142.251.222.163,17,74
142.251.222.163,192.168.1.19,17,402
142.251.222.163,192.168.1.19,17,63
192.168.1.19,142.251.222.163,17,77
142.251.222.163,192.168.1.19,17,66
142.251.222.163,192.168.1.19,17,743
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,358
192.168.1.19,8.8.8.8,17,74
192.168.1.19,142.250.193.164,17,71
192.168.1.19,4.153.129.168,6,54
192.168.1.19,4.2.2.2,17,74
8.8.8.8,192.168.1.19,17,200
192.168.1.19,74.162.106.40,6,66
142.250.193.164,192.168.1.19,17,67
192.168.1.19,8.8.8.8,17,76
8.8.8.8,192.168.1.19,17,108
192.168.1.19,4.2.2.2,17,76
4.2.2.2,192.168.1.19,17,204
74.162.106.40,192.168.1.19,6,66
192.168.1.19,74.162.106.40,6,54
192.168.1.19,74.162.106.40,6,1494
192.168.1.19,74.162.106.40,6,370
74.162.106.40,192.168.1.19,6,60
192.168.1.19,8.8.8.8,17,76
8.8.8.8,192.168.1.19,17,121
4.2.2.2,192.168.1.19,17,108
74.162.106.40,192.168.1.19,6,66
74.162.106.40,192.168.1.19,6,1514
74.162.106.40,192.168.1.19,6,1514
192.168.1.19,74.162.106.40,6,54
74.162.106.40,192.168.1.19,6,1230
74.162.106.40,192.168.1.19,6,1030
192.168.1.19,74.162.106.40,6,54
192.168.1.19,74.162.106.40,6,147
192.168.1.19,74.162.106.40,6,759
142.251.222.163,192.168.1.19,17,743
74.162.106.40,192.168.1.19,6,344
74.162.106.40,192.168.1.19,6,936
192.168.1.19,74.162.106.40,6,54
192.168.1.19,4.153.129.168,6,757
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,1494
192.168.1.19,4.153.129.168,6,974
142.251.222.163,192.168.1.19,17,743
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,60
4.153.129.168,192.168.1.19,6,60
